Id,Label,timeset,topgenre,Degree,modularity_class,componentnumber
1767,Teresa Navarro,,Action,3,70,71
1768,Vanessa Ross,,Action,3,70,71
652,Connor Paolo,,Horror,8,71,24
653,Nick Damici,,Horror,5,71,24
654,Kelly McGillis,,Drama,3,71,24
655,Gregory Jones,,Drama,3,71,24
1671,Laura Abramsen,,Action,3,71,24
1672,A.C. Peterson,,Action,3,71,24
1769,Alycia Debnam-Carey,,Horror,3,71,24
1770,William Moseley,,Horror,3,71,24
1771,Brit Morgan,,Horror,3,71,24
1703,Keegan-Michael Key,,Comedy,6,72,61
1704,Jordan Peele,,Action,3,72,61
1705,Tiffany Haddish,,Action,3,72,61
1706,Method Man,,Action,3,72,61
1777,Gillian Jacobs,,Comedy,3,72,61
1778,Mike Birbiglia,,Comedy,6,72,61
1779,Chris Gethard,,Comedy,3,72,61
1888,Callum Turner,,Comedy,3,72,61
1889,Grace Van Patten,,Comedy,3,72,61
1890,Michal Vondel,,Comedy,3,72,61
1781,Dave Johns,,Drama,3,73,72
1782,Hayley Squires,,Drama,3,73,72
1783,Sharon Percy,,Drama,3,73,72
1784,Briana Shann,,Drama,3,73,72
1800,Sandra Huller,,Comedy,3,74,73
1801,Peter Simonischek,,Comedy,3,74,73
1802,Michael Wittenborn,,Comedy,3,74,73
1803,Thomas Loibl,,Comedy,3,74,73
1805,Paul Sidhu,,Sci-Fi,3,75,74
1806,Branden Coles,,Sci-Fi,3,75,74
1807,Arielle Holmes,,Sci-Fi,3,75,74
1808,Kelcey Watson,,Sci-Fi,3,75,74
1809,Lyndsy Fonseca,,Comedy,3,76,75
1810,Michael Doneger,,Comedy,3,76,75
1811,Tommy Dewey,,Comedy,3,76,75
1812,Bruce Campbell,,Comedy,3,76,75
1820,Dan Crisafulli,,Fantasy,3,77,76
1821,Kay Whitney,,Fantasy,3,77,76
1822,Richard Garcia,,Fantasy,3,77,76
1823,Pat Cashman,,Fantasy,3,77,76
1707,Tim Pigott-Smith,,Comedy,3,78,62
1708,Naomi Battrick,,Comedy,3,78,62
1709,Ellie Kendrick,,Comedy,6,78,62
1710,James Cosmo,,Comedy,3,78,62
1826,David Troughton,,Drama,3,78,62
1827,Jack Holden,,Drama,3,78,62
1828,Joe Blakemore,,Drama,3,78,62
1714,Isabelle Huppert,,Drama,6,79,63
1715,Laurent Lafitte,,Crime,3,79,63
1716,Anne Consigny,,Crime,3,79,63
1717,Charles Berling,,Crime,3,79,63
1829,Andre Marcon,,Drama,3,79,63
1830,Roman Kolinka,,Drama,3,79,63
1831,Edith Scob,,Drama,3,79,63
1835,Alia Bhatt,,Drama,3,80,77
1836,Shah Rukh Khan,,Drama,3,80,77
1837,Kunal Kapoor,,Drama,3,80,77
1838,Priyanka Moodley,,Drama,3,80,77
1839,Wesley Elder,,Comedy,3,81,78
1840,Christina Grimmie,,Comedy,3,81,78
1841,Osric Chau,,Comedy,3,81,78
1842,Olan Rogers,,Comedy,3,81,78
1847,Emmanuel Garijo,,Animation,3,82,79
1848,Tom Hudson,,Animation,3,82,79
1849,Baptiste Goy,,Animation,3,82,79
1850,Axel Devillers,,Animation,3,82,79
1851,James Allen McCune,,Horror,3,83,80
1852,Callie Hernandez,,Horror,3,83,80
1853,Corbin Reid,,Horror,3,83,80
1854,Brandon Scott,,Horror,3,83,80
1860,Brian White,,Thriller,3,84,81
1861,Karrueche Tran,,Thriller,3,84,81
1862,Angelique Pereira,,Thriller,3,84,81
1863,Jessica Vanessa DeLeon,,Thriller,3,84,81
1869,Tatiana Pauhofova,,Biography,3,85,82
1870,Karl Markovics,,Biography,3,85,82
1871,Gedeon Burkhard,,Biography,3,85,82
1872,Simona Stasova,,Biography,3,85,82
1875,Larenz Tate,,Drama,3,86,83
1876,Meagan Good,,Drama,3,86,83
1877,Rotimi,,Drama,3,86,83
1878,Rick Gonzalez,,Drama,3,86,83
1880,Malcolm McDowell,,Horror,3,87,84
1881,Richard Brake,,Horror,3,87,84
1882,Jeff Daniel Phillips,,Horror,3,87,84
1883,Sheri Moon Zombie,,Horror,3,87,84
1884,Maddy Curley,,Comedy,3,88,85
1885,John DeLuca,,Comedy,3,88,85
1886,Nikki SooHoo,,Comedy,3,88,85
1887,Drew Seeley,,Comedy,3,88,85
1895,Gaspard Schlatter,,Animation,3,89,86
1896,Sixtine Murat,,Animation,3,89,86
1897,Paulin Jaccoud,,Animation,3,89,86
1898,Michel Vuillermoz,,Animation,3,89,86
1915,Adrian Titieni,,Crime,3,90,87
1916,Maria-Victoria Dragus,,Crime,3,90,87
1917,Lia Bugnar,,Crime,3,90,87
1918,Malina Manovici,,Crime,3,90,87
1934,Hiroki Hasegawa,,Action,3,91,88
1935,Yutaka Takenouchi,,Action,3,91,88
1936,Satomi Ishihara,,Action,3,91,88
1937,Ren osugi,,Action,3,91,88
1938,Dylan Duffus,,Crime,3,92,89
1939,Scorcher,,Crime,3,92,89
1940,Shone Romulus,,Crime,3,92,89
1941,Jade Asha,,Crime,3,92,89
1943,Jun Kunimura,,Drama,3,93,90
1944,Jung-min Hwang,,Drama,3,93,90
1945,Do-won Kwak,,Drama,3,93,90
1946,Woo-hee Chun,,Drama,3,93,90
1952,Samantha Robinson,,Comedy,3,94,91
1953,Jeffrey Vincent Parise,,Comedy,3,94,91
1954,Laura Waddell,,Comedy,3,94,91
1955,Gian Keys,,Comedy,3,94,91
1958,Garrett Clayton,,Crime,3,95,92
1959,Christian Slater,,Crime,3,95,92
1960,Molly Ringwald,,Crime,3,95,92
1961,James Kelley,,Crime,3,95,92
1962,Jahking Guillory,,Adventure,3,96,93
1963,Christopher Jordan Wallace,,Adventure,3,96,93
1964,Christopher Meyer,,Adventure,3,96,93
1965,Kofi Siriboe,,Adventure,3,96,93
